FID,CommonName,ScientificName,RecordDate,Easting_MGA,Northing_MGA,individualCount,coordinateUncertaintyInMeters,geodeticDatum,Data Resource Name,Location 1
181,Brown-striped Frog,Limnodynastes peronii,28/01/1991,149.162,-35.315,1,200,GDA94,ACT Wildlife Atlas,"(-35.315, 149.162)"
182,Brown-striped Frog,Limnodynastes peronii,12/10/1992,149.152,-35.3106,1,200,GDA94,ACT Wildlife Atlas,"(-35.3106, 149.152)"
183,Brown-striped Frog,Limnodynastes peronii,11/01/1995,149.166,-35.3167,1,200,GDA94,ACT Wildlife Atlas,"(-35.3167, 149.166)"
184,Brown-striped Frog,Limnodynastes peronii,11/11/1997,149.161,-35.315,1,200,GDA94,ACT Wildlife Atlas,"(-35.315, 149.161)"
185,Brown-striped Frog,Limnodynastes peronii,9/10/1990,149.162,-35.3141,1,200,GDA94,ACT Wildlife Atlas,"(-35.3141, 149.162)"
186,Brown-striped Frog,Limnodynastes peronii,21/03/1991,149.161,-35.3141,1,200,GDA94,ACT Wildlife Atlas,"(-35.3141, 149.161)"
187,Brown-striped Frog,Limnodynastes peronii,9/11/1993,149.153,-35.2962,1,200,GDA94,ACT Wildlife Atlas,"(-35.2962, 149.153)"
188,Brown-striped Frog,Limnodynastes peronii,27/01/1992,149.077,-35.2353,1,200,GDA94,ACT Wildlife Atlas,"(-35.2353, 149.077)"
189,Brown-striped Frog,Limnodynastes peronii,23/11/1994,149.02,-35.2174,1,200,GDA94,ACT Wildlife Atlas,"(-35.2174, 149.02)"
190,Brown-striped Frog,Limnodynastes peronii,14/11/1995,149.083,-35.2118,1,200,GDA94,ACT Wildlife Atlas,"(-35.2118, 149.083)"
191,Brown-striped Frog,Limnodynastes peronii,28/10/1994,149.084,-35.2136,1,200,GDA94,ACT Wildlife Atlas,"(-35.2136, 149.084)"
192,Brown-striped Frog,Limnodynastes peronii,12/01/1993,149.071,-35.2634,1,200,GDA94,ACT Wildlife Atlas,"(-35.2634, 149.071)"
193,Brown-striped Frog,Limnodynastes peronii,6/12/1992,149.089,-35.2991,1,200,GDA94,ACT Wildlife Atlas,"(-35.2991, 149.089)"
194,Brown-striped Frog,Limnodynastes peronii,25/01/1993,149.11,-35.2753,1,200,GDA94,ACT Wildlife Atlas,"(-35.2753, 149.11)"
195,Brown-striped Frog,Limnodynastes peronii,13/01/1992,149.108,-35.2492,1,200,GDA94,ACT Wildlife Atlas,"(-35.2492, 149.108)"
197,Brown-striped Frog,Limnodynastes peronii,2/11/1991,149.089,-35.2991,1,200,GDA94,ACT Wildlife Atlas,"(-35.2991, 149.089)"
198,Brown-striped Frog,Limnodynastes peronii,11/01/1997,149.09,-35.2991,1,200,GDA94,ACT Wildlife Atlas,"(-35.2991, 149.09)"
199,Brown-striped Frog,Limnodynastes peronii,22/02/1994,149.195,-35.354,1,200,GDA94,ACT Wildlife Atlas,"(-35.354, 149.195)"
200,Brown-striped Frog,Limnodynastes peronii,10/12/1993,149.126,-35.2318,1,200,GDA94,ACT Wildlife Atlas,"(-35.2318, 149.126)"
201,Spotted Grass Frog,Limnodynastes tasmaniensis,30/09/1992,148.932,-35.2603,1,200,GDA94,ACT Wildlife Atlas,"(-35.2603, 148.932)"
202,Spotted Grass Frog,Limnodynastes tasmaniensis,27/11/1997,148.923,-35.3641,1,200,GDA94,ACT Wildlife Atlas,"(-35.3641, 148.923)"
203,Spotted Grass Frog,Limnodynastes tasmaniensis,22/10/1996,149.004,-35.2979,1,200,GDA94,ACT Wildlife Atlas,"(-35.2979, 149.004)"
205,Spotted Grass Frog,Limnodynastes tasmaniensis,5/10/1992,148.911,-35.4706,1,200,GDA94,ACT Wildlife Atlas,"(-35.4706, 148.911)"
206,Spotted Grass Frog,Limnodynastes tasmaniensis,7/10/1992,148.911,-35.4706,1,200,GDA94,ACT Wildlife Atlas,"(-35.4706, 148.911)"
207,Spotted Grass Frog,Limnodynastes tasmaniensis,27/10/1997,148.909,-35.4707,1,200,GDA94,ACT Wildlife Atlas,"(-35.4707, 148.909)"
208,Spotted Grass Frog,Limnodynastes tasmaniensis,4/11/1992,148.921,-35.4588,1,200,GDA94,ACT Wildlife Atlas,"(-35.4588, 148.921)"
209,Spotted Grass Frog,Limnodynastes tasmaniensis,7/10/1992,148.921,-35.4588,1,200,GDA94,ACT Wildlife Atlas,"(-35.4588, 148.921)"
210,Spotted Grass Frog,Limnodynastes tasmaniensis,28/10/1992,148.921,-35.4588,1,200,GDA94,ACT Wildlife Atlas,"(-35.4588, 148.921)"
146,Eastern Banjo Frog,Limnodynastes dumerilii,2/10/1995,149.135,-35.2893,1,200,GDA94,ACT Wildlife Atlas,"(-35.2893, 149.135)"
147,Eastern Banjo Frog,Limnodynastes dumerilii,1/11/1994,149.08,-35.3092,1,200,GDA94,ACT Wildlife Atlas,"(-35.3092, 149.08)"
148,Eastern Banjo Frog,Limnodynastes dumerilii,16/09/1993,149.013,-35.3004,1,200,GDA94,ACT Wildlife Atlas,"(-35.3004, 149.013)"
149,Eastern Banjo Frog,Limnodynastes dumerilii,17/01/1992,149.074,-35.431,1,200,GDA94,ACT Wildlife Atlas,"(-35.431, 149.074)"
150,Eastern Banjo Frog,Limnodynastes dumerilii,3/10/1992,149.075,-35.4517,1,200,GDA94,ACT Wildlife Atlas,"(-35.4517, 149.075)"
151,Eastern Banjo Frog,Limnodynastes dumerilii,2/10/1990,149.061,-35.4078,1,200,GDA94,ACT Wildlife Atlas,"(-35.4078, 149.061)"
152,Eastern Banjo Frog,Limnodynastes dumerilii,11/09/1990,148.98,-35.4163,1,200,GDA94,ACT Wildlife Atlas,"(-35.4163, 148.98)"
153,Eastern Banjo Frog,Limnodynastes dumerilii,16/11/1995,148.953,-35.3663,1,200,GDA94,ACT Wildlife Atlas,"(-35.3663, 148.953)"
154,Eastern Banjo Frog,Limnodynastes dumerilii,18/10/1999,148.943,-35.4278,1,200,GDA94,ACT Wildlife Atlas,"(-35.4278, 148.943)"
155,Eastern Banjo Frog,Limnodynastes dumerilii,22/10/1996,149.012,-35.2707,1,200,GDA94,ACT Wildlife Atlas,"(-35.2707, 149.012)"
156,Eastern Banjo Frog,Limnodynastes dumerilii,15/11/1992,148.981,-35.4984,1,200,GDA94,ACT Wildlife Atlas,"(-35.4984, 148.981)"
157,Eastern Banjo Frog,Limnodynastes dumerilii,28/01/1995,149.08,-35.0712,1,200,GDA94,ACT Wildlife Atlas,"(-35.0712, 149.08)"
233,Spotted Grass Frog,Limnodynastes tasmaniensis,16/12/1993,149.09,-35.5452,1,200,GDA94,ACT Wildlife Atlas,"(-35.5452, 149.09)"
234,Spotted Grass Frog,Limnodynastes tasmaniensis,29/07/1993,149.113,-35.58,1,200,GDA94,ACT Wildlife Atlas,"(-35.58, 149.113)"
235,Spotted Grass Frog,Limnodynastes tasmaniensis,16/12/1993,149.108,-35.5629,1,200,GDA94,ACT Wildlife Atlas,"(-35.5629, 149.108)"
236,Spotted Grass Frog,Limnodynastes tasmaniensis,16/12/1993,149.102,-35.5666,1,200,GDA94,ACT Wildlife Atlas,"(-35.5666, 149.102)"
237,Spotted Grass Frog,Limnodynastes tasmaniensis,7/10/1993,149.103,-35.5657,1,500,GDA94,ACT Wildlife Atlas,"(-35.5657, 149.103)"
238,Spotted Grass Frog,Limnodynastes tasmaniensis,11/11/1993,149.115,-35.5592,1,200,GDA94,ACT Wildlife Atlas,"(-35.5592, 149.115)"
239,Spotted Grass Frog,Limnodynastes tasmaniensis,7/09/1999,149.1,-35.5667,1,200,GDA94,ACT Wildlife Atlas,"(-35.5667, 149.1)"
240,Spotted Grass Frog,Limnodynastes tasmaniensis,16/12/1993,149.099,-35.5667,1,200,GDA94,ACT Wildlife Atlas,"(-35.5667, 149.099)"
242,Spotted Grass Frog,Limnodynastes tasmaniensis,11/11/1993,149.116,-35.5411,1,200,GDA94,ACT Wildlife Atlas,"(-35.5411, 149.116)"
243,Spotted Grass Frog,Limnodynastes tasmaniensis,9/11/1993,149.083,-35.5417,1,200,GDA94,ACT Wildlife Atlas,"(-35.5417, 149.083)"
244,Spotted Grass Frog,Limnodynastes tasmaniensis,9/11/1993,149.094,-35.5397,1,200,GDA94,ACT Wildlife Atlas,"(-35.5397, 149.094)"
245,Spotted Grass Frog,Limnodynastes tasmaniensis,6/03/1996,149.01,-35.4348,1,200,GDA94,ACT Wildlife Atlas,"(-35.4348, 149.01)"
246,Spotted Grass Frog,Limnodynastes tasmaniensis,29/09/1992,149.048,-35.4107,1,200,GDA94,ACT Wildlife Atlas,"(-35.4107, 149.048)"
248,Spotted Grass Frog,Limnodynastes tasmaniensis,20/10/1998,149.008,-35.4339,1,200,GDA94,ACT Wildlife Atlas,"(-35.4339, 149.008)"
249,Spotted Grass Frog,Limnodynastes tasmaniensis,19/09/1994,149.018,-35.3914,1,200,GDA94,ACT Wildlife Atlas,"(-35.3914, 149.018)"
250,Spotted Grass Frog,Limnodynastes tasmaniensis,2/05/1994,149.012,-35.4338,1,200,GDA94,ACT Wildlife Atlas,"(-35.4338, 149.012)"
251,Spotted Grass Frog,Limnodynastes tasmaniensis,10/11/1995,149.066,-35.4266,1,200,GDA94,ACT Wildlife Atlas,"(-35.4266, 149.066)"
252,Spotted Grass Frog,Limnodynastes tasmaniensis,7/12/1996,149.06,-35.4249,1,200,GDA94,ACT Wildlife Atlas,"(-35.4249, 149.06)"
253,Spotted Grass Frog,Limnodynastes tasmaniensis,30/03/1993,148.954,-35.25,1,200,GDA94,ACT Wildlife Atlas,"(-35.25, 148.954)"
254,Spotted Grass Frog,Limnodynastes tasmaniensis,4/04/1991,149.246,-35.4162,1,200,GDA94,ACT Wildlife Atlas,"(-35.4162, 149.246)"
255,Spotted Grass Frog,Limnodynastes tasmaniensis,23/06/1990,149.237,-35.4632,1,500,GDA94,ACT Wildlife Atlas,"(-35.4632, 149.237)"
299,Spotted Grass Frog,Limnodynastes tasmaniensis,10/12/1994,149.161,-35.2212,1,200,GDA94,ACT Wildlife Atlas,"(-35.2212, 149.161)"
300,Spotted Grass Frog,Limnodynastes tasmaniensis,10/12/1994,149.129,-35.2164,1,200,GDA94,ACT Wildlife Atlas,"(-35.2164, 149.129)"
301,Spotted Grass Frog,Limnodynastes tasmaniensis,14/11/1995,149.121,-35.2255,1,200,GDA94,ACT Wildlife Atlas,"(-35.2255, 149.121)"
302,Spotted Grass Frog,Limnodynastes tasmaniensis,16/12/1993,149.141,-35.1927,1,200,GDA94,ACT Wildlife Atlas,"(-35.1927, 149.141)"
303,Spotted Grass Frog,Limnodynastes tasmaniensis,23/11/2000,149.141,-35.1927,1,200,GDA94,ACT Wildlife Atlas,"(-35.1927, 149.141)"
304,Spotted Grass Frog,Limnodynastes tasmaniensis,15/03/1990,149.112,-35.2086,1,200,GDA94,ACT Wildlife Atlas,"(-35.2086, 149.112)"
305,Spotted Grass Frog,Limnodynastes tasmaniensis,15/03/1990,149.121,-35.2156,1,200,GDA94,ACT Wildlife Atlas,"(-35.2156, 149.121)"
306,Spotted Grass Frog,Limnodynastes tasmaniensis,15/03/1990,149.128,-35.2128,1,200,GDA94,ACT Wildlife Atlas,"(-35.2128, 149.128)"
307,Spotted Grass Frog,Limnodynastes tasmaniensis,16/03/1990,149.171,-35.1688,1,200,GDA94,ACT Wildlife Atlas,"(-35.1688, 149.171)"
256,Spotted Grass Frog,Limnodynastes tasmaniensis,28/10/1991,149.232,-35.4976,1,200,GDA94,ACT Wildlife Atlas,"(-35.4976, 149.232)"
257,Spotted Grass Frog,Limnodynastes tasmaniensis,15/10/1990,149.247,-35.4189,1,200,GDA94,ACT Wildlife Atlas,"(-35.4189, 149.247)"
258,Spotted Grass Frog,Limnodynastes tasmaniensis,26/10/1992,149.257,-35.5124,1,200,GDA94,ACT Wildlife Atlas,"(-35.5124, 149.257)"
259,Spotted Grass Frog,Limnodynastes tasmaniensis,20/10/1992,149.247,-35.4189,1,200,GDA94,ACT Wildlife Atlas,"(-35.4189, 149.247)"
260,Spotted Grass Frog,Limnodynastes tasmaniensis,30/01/1995,149.258,-35.5106,1,200,GDA94,ACT Wildlife Atlas,"(-35.5106, 149.258)"
261,Spotted Grass Frog,Limnodynastes tasmaniensis,20/12/1994,149.246,-35.4171,1,200,GDA94,ACT Wildlife Atlas,"(-35.4171, 149.246)"
262,Spotted Grass Frog,Limnodynastes tasmaniensis,21/10/1991,149.247,-35.4189,1,200,GDA94,ACT Wildlife Atlas,"(-35.4189, 149.247)"
263,Spotted Grass Frog,Limnodynastes tasmaniensis,7/01/1995,149.265,-35.515,1,200,GDA94,ACT Wildlife Atlas,"(-35.515, 149.265)"
264,Spotted Grass Frog,Limnodynastes tasmaniensis,2/11/2000,149.249,-35.4188,1,200,GDA94,ACT Wildlife Atlas,"(-35.4188, 149.249)"
265,Spotted Grass Frog,Limnodynastes tasmaniensis,28/10/1997,149.249,-35.4188,1,200,GDA94,ACT Wildlife Atlas,"(-35.4188, 149.249)"
267,Spotted Grass Frog,Limnodynastes tasmaniensis,2/11/2000,149.257,-35.5124,1,200,GDA94,ACT Wildlife Atlas,"(-35.5124, 149.257)"
268,Spotted Grass Frog,Limnodynastes tasmaniensis,3/11/1999,149.257,-35.5124,1,200,GDA94,ACT Wildlife Atlas,"(-35.5124, 149.257)"
269,Spotted Grass Frog,Limnodynastes tasmaniensis,3/11/1999,149.256,-35.5125,1,200,GDA94,ACT Wildlife Atlas,"(-35.5125, 149.256)"
270,Spotted Grass Frog,Limnodynastes tasmaniensis,28/10/1997,149.257,-35.5124,1,200,GDA94,ACT Wildlife Atlas,"(-35.5124, 149.257)"
271,Spotted Grass Frog,Limnodynastes tasmaniensis,19/10/1993,149.257,-35.5124,1,200,GDA94,ACT Wildlife Atlas,"(-35.5124, 149.257)"
272,Spotted Grass Frog,Limnodynastes tasmaniensis,28/10/1991,149.242,-35.5073,1,,GDA94,ACT Wildlife Atlas,"(-35.5073, 149.242)"
273,Spotted Grass Frog,Limnodynastes tasmaniensis,10/10/1994,149.258,-35.4124,1,200,GDA94,ACT Wildlife Atlas,"(-35.4124, 149.258)"
274,Spotted Grass Frog,Limnodynastes tasmaniensis,20/06/1994,149.244,-35.4505,1,200,GDA94,ACT Wildlife Atlas,"(-35.4505, 149.244)"
275,Spotted Grass Frog,Limnodynastes tasmaniensis,8/08/1994,149.251,-35.5207,1,200,GDA94,ACT Wildlife Atlas,"(-35.5207, 149.251)"
276,Spotted Grass Frog,Limnodynastes tasmaniensis,10/05/1994,149.28,-35.4129,1,200,GDA94,ACT Wildlife Atlas,"(-35.4129, 149.28)"
277,Spotted Grass Frog,Limnodynastes tasmaniensis,30/01/1995,149.258,-35.4286,1,200,GDA94,ACT Wildlife Atlas,"(-35.4286, 149.258)"
278,Spotted Grass Frog,Limnodynastes tasmaniensis,19/10/1993,149.261,-35.4961,1,200,GDA94,ACT Wildlife Atlas,"(-35.4961, 149.261)"
279,Spotted Grass Frog,Limnodynastes tasmaniensis,26/10/1992,149.265,-35.4961,1,200,GDA94,ACT Wildlife Atlas,"(-35.4961, 149.265)"
280,Spotted Grass Frog,Limnodynastes tasmaniensis,10/10/1992,148.995,-35.3106,1,200,GDA94,ACT Wildlife Atlas,"(-35.3106, 148.995)"
281,Spotted Grass Frog,Limnodynastes tasmaniensis,5/01/1992,149.099,-35.2611,1,200,GDA94,ACT Wildlife Atlas,"(-35.2611, 149.099)"
282,Spotted Grass Frog,Limnodynastes tasmaniensis,8/12/1993,149.085,-35.2821,1,200,GDA94,ACT Wildlife Atlas,"(-35.2821, 149.085)"
283,Spotted Grass Frog,Limnodynastes tasmaniensis,23/10/1991,149.171,-35.2805,1,200,GDA94,ACT Wildlife Atlas,"(-35.2805, 149.171)"
284,Spotted Grass Frog,Limnodynastes tasmaniensis,30/01/1993,149.167,-35.2445,1,200,GDA94,ACT Wildlife Atlas,"(-35.2445, 149.167)"
285,Spotted Grass Frog,Limnodynastes tasmaniensis,23/10/1993,149.168,-35.2806,1,200,GDA94,ACT Wildlife Atlas,"(-35.2806, 149.168)"
286,Spotted Grass Frog,Limnodynastes tasmaniensis,11/11/1994,149.167,-35.2824,1,200,GDA94,ACT Wildlife Atlas,"(-35.2824, 149.167)"
287,Spotted Grass Frog,Limnodynastes tasmaniensis,22/10/1990,149.171,-35.2814,1,200,GDA94,ACT Wildlife Atlas,"(-35.2814, 149.171)"
288,Spotted Grass Frog,Limnodynastes tasmaniensis,8/09/1993,149.172,-35.2616,1,200,GDA94,ACT Wildlife Atlas,"(-35.2616, 149.172)"
289,Spotted Grass Frog,Limnodynastes tasmaniensis,23/09/1991,149.088,-35.2541,1,200,GDA94,ACT Wildlife Atlas,"(-35.2541, 149.088)"
290,Spotted Grass Frog,Limnodynastes tasmaniensis,11/10/1991,149.104,-35.2583,1,200,GDA94,ACT Wildlife Atlas,"(-35.2583, 149.104)"
291,Spotted Grass Frog,Limnodynastes tasmaniensis,10/12/1994,149.135,-35.2127,1,200,GDA94,ACT Wildlife Atlas,"(-35.2127, 149.135)"
292,Spotted Grass Frog,Limnodynastes tasmaniensis,10/12/1994,149.131,-35.2118,1,200,GDA94,ACT Wildlife Atlas,"(-35.2118, 149.131)"
293,Spotted Grass Frog,Limnodynastes tasmaniensis,10/12/1994,149.134,-35.2199,1,200,GDA94,ACT Wildlife Atlas,"(-35.2199, 149.134)"
294,Spotted Grass Frog,Limnodynastes tasmaniensis,10/12/1994,149.138,-35.2261,1,200,GDA94,ACT Wildlife Atlas,"(-35.2261, 149.138)"
295,Spotted Grass Frog,Limnodynastes tasmaniensis,10/12/1994,149.152,-35.2214,1,200,GDA94,ACT Wildlife Atlas,"(-35.2214, 149.152)"
296,Spotted Grass Frog,Limnodynastes tasmaniensis,10/12/1994,149.153,-35.2196,1,200,GDA94,ACT Wildlife Atlas,"(-35.2196, 149.153)"
297,Spotted Grass Frog,Limnodynastes tasmaniensis,10/12/1994,149.153,-35.2132,1,200,GDA94,ACT Wildlife Atlas,"(-35.2132, 149.153)"
298,Spotted Grass Frog,Limnodynastes tasmaniensis,10/12/1994,149.166,-35.2166,1,200,GDA94,ACT Wildlife Atlas,"(-35.2166, 149.166)"
222,Spotted Grass Frog,Limnodynastes tasmaniensis,16/12/1993,149.112,-35.5791,1,200,GDA94,ACT Wildlife Atlas,"(-35.5791, 149.112)"
223,Spotted Grass Frog,Limnodynastes tasmaniensis,2/05/1988,149.115,-35.5835,1,200,GDA94,ACT Wildlife Atlas,"(-35.5835, 149.115)"
224,Spotted Grass Frog,Limnodynastes tasmaniensis,11/08/1998,149.07,-35.5194,1,200,GDA94,ACT Wildlife Atlas,"(-35.5194, 149.07)"
225,Spotted Grass Frog,Limnodynastes tasmaniensis,11/11/1993,149.118,-35.5772,1,200,GDA94,ACT Wildlife Atlas,"(-35.5772, 149.118)"
226,Spotted Grass Frog,Limnodynastes tasmaniensis,2/11/2000,149.126,-35.5491,1,200,GDA94,ACT Wildlife Atlas,"(-35.5491, 149.126)"
227,Spotted Grass Frog,Limnodynastes tasmaniensis,8/03/1996,149.115,-35.552,1,200,GDA94,ACT Wildlife Atlas,"(-35.552, 149.115)"
228,Spotted Grass Frog,Limnodynastes tasmaniensis,11/11/1993,149.126,-35.5491,1,200,GDA94,ACT Wildlife Atlas,"(-35.5491, 149.126)"
229,Spotted Grass Frog,Limnodynastes tasmaniensis,16/12/1993,149.111,-35.5412,1,200,GDA94,ACT Wildlife Atlas,"(-35.5412, 149.111)"
230,Spotted Grass Frog,Limnodynastes tasmaniensis,16/12/1993,149.112,-35.543,1,200,GDA94,ACT Wildlife Atlas,"(-35.543, 149.112)"
231,Spotted Grass Frog,Limnodynastes tasmaniensis,27/09/1993,149.084,-35.5417,1,500,GDA94,ACT Wildlife Atlas,"(-35.5417, 149.084)"
232,Spotted Grass Frog,Limnodynastes tasmaniensis,30/10/1994,149.127,-35.5419,1,200,GDA94,ACT Wildlife Atlas,"(-35.5419, 149.127)"
318,Spotted Grass Frog,Limnodynastes tasmaniensis,8/02/1991,149.135,-35.2127,1,200,GDA94,ACT Wildlife Atlas,"(-35.2127, 149.135)"
319,Spotted Grass Frog,Limnodynastes tasmaniensis,1/04/1991,149.128,-35.2128,1,200,GDA94,ACT Wildlife Atlas,"(-35.2128, 149.128)"
320,Spotted Grass Frog,Limnodynastes tasmaniensis,5/04/1991,149.123,-35.1885,1,200,GDA94,ACT Wildlife Atlas,"(-35.1885, 149.123)"
321,Spotted Grass Frog,Limnodynastes tasmaniensis,12/04/1991,149.12,-35.1877,1,200,GDA94,ACT Wildlife Atlas,"(-35.1877, 149.12)"
322,Spotted Grass Frog,Limnodynastes tasmaniensis,26/04/1991,149.12,-35.1877,1,200,GDA94,ACT Wildlife Atlas,"(-35.1877, 149.12)"
323,Spotted Grass Frog,Limnodynastes tasmaniensis,16/12/1993,149.137,-35.1946,1,200,GDA94,ACT Wildlife Atlas,"(-35.1946, 149.137)"
324,Spotted Grass Frog,Limnodynastes tasmaniensis,16/12/1993,149.14,-35.1946,1,200,GDA94,ACT Wildlife Atlas,"(-35.1946, 149.14)"
325,Spotted Grass Frog,Limnodynastes tasmaniensis,16/12/1993,149.14,-35.1937,1,200,GDA94,ACT Wildlife Atlas,"(-35.1937, 149.14)"
326,Spotted Grass Frog,Limnodynastes tasmaniensis,16/12/1993,149.123,-35.1894,1,200,GDA94,ACT Wildlife Atlas,"(-35.1894, 149.123)"
367,Spotted Grass Frog,Limnodynastes tasmaniensis,1/09/1993,149.163,-35.3131,1,200,GDA94,ACT Wildlife Atlas,"(-35.3131, 149.163)"
368,Spotted Grass Frog,Limnodynastes tasmaniensis,6/03/1994,149.163,-35.3149,1,200,GDA94,ACT Wildlife Atlas,"(-35.3149, 149.163)"
369,Spotted Grass Frog,Limnodynastes tasmaniensis,9/09/1991,149.162,-35.3141,1,200,GDA94,ACT Wildlife Atlas,"(-35.3141, 149.162)"
370,Spotted Grass Frog,Limnodynastes tasmaniensis,9/09/1991,149.163,-35.3068,1,200,GDA94,ACT Wildlife Atlas,"(-35.3068, 149.163)"
371,Spotted Grass Frog,Limnodynastes tasmaniensis,26/08/1993,149.159,-35.315,1,200,GDA94,ACT Wildlife Atlas,"(-35.315, 149.159)"
373,Spotted Grass Frog,Limnodynastes tasmaniensis,1/09/1993,149.159,-35.315,1,200,GDA94,ACT Wildlife Atlas,"(-35.315, 149.159)"
374,Spotted Grass Frog,Limnodynastes tasmaniensis,11/11/1997,149.161,-35.315,1,200,GDA94,ACT Wildlife Atlas,"(-35.315, 149.161)"
375,Spotted Grass Frog,Limnodynastes tasmaniensis,11/11/1997,149.156,-35.3052,1,200,GDA94,ACT Wildlife Atlas,"(-35.3052, 149.156)"
376,Spotted Grass Frog,Limnodynastes tasmaniensis,21/11/1997,149.074,-35.2678,1,200,GDA94,ACT Wildlife Atlas,"(-35.2678, 149.074)"
327,Spotted Grass Frog,Limnodynastes tasmaniensis,16/12/1993,149.125,-35.1876,1,200,GDA94,ACT Wildlife Atlas,"(-35.1876, 149.125)"
329,Spotted Grass Frog,Limnodynastes tasmaniensis,16/12/1993,149.129,-35.1938,1,200,GDA94,ACT Wildlife Atlas,"(-35.1938, 149.129)"
330,Spotted Grass Frog,Limnodynastes tasmaniensis,16/12/1993,149.142,-35.1936,1,200,GDA94,ACT Wildlife Atlas,"(-35.1936, 149.142)"
331,Spotted Grass Frog,Limnodynastes tasmaniensis,16/12/1993,149.122,-35.1895,1,200,GDA94,ACT Wildlife Atlas,"(-35.1895, 149.122)"
332,Spotted Grass Frog,Limnodynastes tasmaniensis,1/01/1993,149.112,-35.2086,1,200,GDA94,ACT Wildlife Atlas,"(-35.2086, 149.112)"
333,Spotted Grass Frog,Limnodynastes tasmaniensis,5/10/1994,149.113,-35.2113,1,200,GDA94,ACT Wildlife Atlas,"(-35.2113, 149.113)"
334,Spotted Grass Frog,Limnodynastes tasmaniensis,10/12/1993,149.117,-35.2193,1,200,GDA94,ACT Wildlife Atlas,"(-35.2193, 149.117)"
335,Spotted Grass Frog,Limnodynastes tasmaniensis,10/12/1993,149.121,-35.2237,1,200,GDA94,ACT Wildlife Atlas,"(-35.2237, 149.121)"
336,Spotted Grass Frog,Limnodynastes tasmaniensis,26/11/1993,149.117,-35.2328,1,200,GDA94,ACT Wildlife Atlas,"(-35.2328, 149.117)"
337,Spotted Grass Frog,Limnodynastes tasmaniensis,26/11/1993,149.107,-35.2411,1,200,GDA94,ACT Wildlife Atlas,"(-35.2411, 149.107)"
338,Spotted Grass Frog,Limnodynastes tasmaniensis,10/12/1993,149.125,-35.2291,1,200,GDA94,ACT Wildlife Atlas,"(-35.2291, 149.125)"
339,Spotted Grass Frog,Limnodynastes tasmaniensis,10/12/1993,149.12,-35.2165,1,200,GDA94,ACT Wildlife Atlas,"(-35.2165, 149.12)"
340,Spotted Grass Frog,Limnodynastes tasmaniensis,10/12/1993,149.137,-35.237,1,200,GDA94,ACT Wildlife Atlas,"(-35.237, 149.137)"
341,Spotted Grass Frog,Limnodynastes tasmaniensis,13/10/1992,149.139,-35.1747,1,200,GDA94,ACT Wildlife Atlas,"(-35.1747, 149.139)"
342,Spotted Grass Frog,Limnodynastes tasmaniensis,7/11/1997,149.13,-35.1569,1,200,GDA94,ACT Wildlife Atlas,"(-35.1569, 149.13)"
343,Spotted Grass Frog,Limnodynastes tasmaniensis,12/10/1992,149.282,-35.2767,1,200,GDA94,ACT Wildlife Atlas,"(-35.2767, 149.282)"
344,Spotted Grass Frog,Limnodynastes tasmaniensis,4/09/1996,149.133,-35.1541,1,200,GDA94,ACT Wildlife Atlas,"(-35.1541, 149.133)"
345,Spotted Grass Frog,Limnodynastes tasmaniensis,12/10/1993,149.13,-35.1569,1,200,GDA94,ACT Wildlife Atlas,"(-35.1569, 149.13)"
346,Spotted Grass Frog,Limnodynastes tasmaniensis,7/09/1993,149.128,-35.1569,1,200,GDA94,ACT Wildlife Atlas,"(-35.1569, 149.128)"
347,Spotted Grass Frog,Limnodynastes tasmaniensis,19/12/1994,149.12,-35.1877,1,200,GDA94,ACT Wildlife Atlas,"(-35.1877, 149.12)"
348,Spotted Grass Frog,Limnodynastes tasmaniensis,19/12/1994,149.12,-35.1904,1,200,GDA94,ACT Wildlife Atlas,"(-35.1904, 149.12)"
349,Spotted Grass Frog,Limnodynastes tasmaniensis,10/12/1993,149.129,-35.2254,1,200,GDA94,ACT Wildlife Atlas,"(-35.2254, 149.129)"
350,Spotted Grass Frog,Limnodynastes tasmaniensis,26/11/1993,149.104,-35.2412,1,200,GDA94,ACT Wildlife Atlas,"(-35.2412, 149.104)"
351,Spotted Grass Frog,Limnodynastes tasmaniensis,11/12/1994,149.148,-35.2097,1,200,GDA94,ACT Wildlife Atlas,"(-35.2097, 149.148)"
352,Spotted Grass Frog,Limnodynastes tasmaniensis,10/12/1994,149.139,-35.2288,1,200,GDA94,ACT Wildlife Atlas,"(-35.2288, 149.139)"
353,Spotted Grass Frog,Limnodynastes tasmaniensis,10/12/1994,149.138,-35.2261,1,200,GDA94,ACT Wildlife Atlas,"(-35.2261, 149.138)"
354,Spotted Grass Frog,Limnodynastes tasmaniensis,10/12/1993,149.126,-35.2318,1,200,GDA94,ACT Wildlife Atlas,"(-35.2318, 149.126)"
355,Spotted Grass Frog,Limnodynastes tasmaniensis,4/06/1994,149.043,-35.2611,1,200,GDA94,ACT Wildlife Atlas,"(-35.2611, 149.043)"
356,Spotted Grass Frog,Limnodynastes tasmaniensis,27/10/1993,149.044,-35.262,1,200,GDA94,ACT Wildlife Atlas,"(-35.262, 149.044)"
357,Spotted Grass Frog,Limnodynastes tasmaniensis,28/07/1991,149.04,-35.263,1,200,GDA94,ACT Wildlife Atlas,"(-35.263, 149.04)"
