suburb,columnHeight,columnMaterial,outreach,lampType,latitude,longitude 
DICKSON,6.5 metres,WOODEN POLE,,COMPACT FLUORESCENT,-35.25319563757752, 149.14508673174814
CITY,11 metres,STEEL ORDINARY,3.0,METAL HALIDE,-35.278423482356494, 149.12464591548485
O'CONNOR,10.5 metres,CONCRETE COLUMN,3.7,SODIUM VAPOUR HIGH PRESSURE,-35.258934427023874, 149.10639179466386
HACKETT,6.5 metres,WOODEN POLE,0.6,COMPACT FLUORESCENT,-35.242528798116865, 149.16574496640624
CITY,10 metres,STEEL ORDINARY,NONE,LIGHT EMITTING DIODE,-35.279819838287246, 149.12851339987577
CAMPBELL,3.5 metres,CONCRETE COLUMN,NONE,COMPACT FLUORESCENT,-35.288047100449255, 149.14486054069206
O'CONNOR,6.5 metres,WOODEN POLE,,COMPACT FLUORESCENT,-35.249889653019984, 149.11772818209496
HACKETT,6.5 metres,WOODEN POLE,0.6,METAL HALIDE,-35.243187269464464, 149.16264957683416
WATSON,6.5 metres,STEEL ORDINARY (PAINTED),1.5,METAL HALIDE,-35.227560294156156, 149.16843774136555
HACKETT,3.5 metres,CONCRETE COLUMN,NONE,COMPACT FLUORESCENT,-35.246152868731215, 149.16189139372804
DICKSON,6.5 metres,CONCRETE COLUMN,0.75,COMPACT FLUORESCENT,-35.258001212132775, 149.13609883311213
HACKETT,3.5 metres,CONCRETE COLUMN,NONE,COMPACT FLUORESCENT,-35.25369854834932, 149.16558652025756
AINSLIE,6.5 metres,WOODEN POLE,,COMPACT FLUORESCENT,-35.25600231335703, 149.15314568061984
WATSON,10 metres,STEEL ORDINARY,3.7,SODIUM VAPOUR HIGH PRESSURE,-35.24919148805423, 149.13954592655415
BRADDON,10.5 metres,STEEL ORDINARY,4.5,SODIUM VAPOUR HIGH PRESSURE TW,-35.273007894415535, 149.13141741966928
CITY,12 metres,STEEL ORDINARY,3.7,METAL HALIDE,-35.281240632827306, 149.12527799491417
AINSLIE,3.5 metres,CONCRETE COLUMN,NONE,COMPACT FLUORESCENT,-35.25314506836218, 149.15747207073827
WATSON,10 metres,GALVANISED STEEL,4.5,LIGHT EMITTING DIODE,-35.233644935918186, 149.16366044534047
ACTON,8 metres,STEEL ORDINARY,NONE,METAL HALIDE,-35.292308419798886, 149.11963612125012
CITY,6 metres,ALUMINIUM,,METAL HALIDE,-35.277840200652385, 149.13356819822567
DICKSON,6.5 metres,WOODEN POLE,0.6,COMPACT FLUORESCENT,-35.252813639281236, 149.1422835206217
WATSON,6.5 metres,STEEL ORDINARY,1.5,COMPACT FLUORESCENT,-35.240978326886435, 149.16220795314325
CANBERRA CENTRAL (RURAL DIST.),3.5 metres,STEEL ORDINARY,NONE,MERCURY VAPOUR,-35.42446626195629, 149.07176638524308
CAMPBELL,10.5 metres,CONCRETE COLUMN,3.7,SODIUM VAPOUR HIGH PRESSURE TW,-35.285418136310454, 149.1670747839942
CAMPBELL,10.5 metres,STEEL ORDINARY,3.0,SODIUM VAPOUR HIGH PRESSURE,-35.28516813508422, 149.16169626456522
TURNER,6.5 metres,WOODEN POLE,0.6,COMPACT FLUORESCENT,-35.270244744984424, 149.12060946407814
DICKSON,6.5 metres,WOODEN POLE,0.6,COMPACT FLUORESCENT,-35.259353451891826, 149.13430299651213
BRADDON,6.5 metres,STEEL ORDINARY,NONE,LIGHT EMITTING DIODE,-35.270543310607984, 149.13331934131264
CITY,4.5 metres,STEEL ORDINARY,0.6,METAL HALIDE,-35.276940236800634, 149.12835749283602
TURNER,3.5 metres,CONCRETE COLUMN,NONE,COMPACT FLUORESCENT,-35.264144773082556, 149.1287566239242
WATSON,3.5 metres,CONCRETE COLUMN,NONE,METAL HALIDE,-35.23899523753839, 149.16074238120535
AINSLIE,10.5 metres,STEEL ORDINARY,3.7,SODIUM VAPOUR HIGH PRESSURE,-35.25892652955833, 149.14101917193557
CITY,10.5 metres,CONCRETE COLUMN,3.7,METAL HALIDE,-35.275929706529375, 149.13003251578573
CAMPBELL,4 metres,STEEL ORDINARY,NONE,METAL HALIDE,-35.289595196807774, 149.14541700360516
CAMPBELL,10.5 metres,STEEL ORDINARY,4.5,SODIUM VAPOUR HIGH PRESSURE,-35.29273446805135, 149.1470695245273
WATSON,6.5 metres,STEEL ORDINARY,1.5,METAL HALIDE,-35.226190216566316, 149.16607853874999
CANBERRA CENTRAL (RURAL DIST.),12 metres,STEEL ORDINARY,3.5,SODIUM VAPOUR HIGH PRESSURE TW,-35.28505917881337, 149.1008343410256
ACTON,10 metres,STEEL ORDINARY,NONE,METAL HALIDE,-35.28892654669054, 149.12674609766285
CANBERRA CENTRAL (RURAL DIST.),12 metres,STEEL ORDINARY,4.5,SODIUM VAPOUR HIGH PRESSURE,-35.26009963751256, 149.10237454485258
WATSON,12 metres,STEEL ORDINARY,3.7,SODIUM VAPOUR HIGH PRESSURE,-35.244787154939125, 149.15354197797672
CITY,10.5 metres,CONCRETE COLUMN,3.7,METAL HALIDE,-35.279565009332806, 149.12992844928613
AINSLIE,9.5 metres,WOODEN POLE,0.6,COMPACT FLUORESCENT,-35.264067832215076, 149.14572371577134
HACKETT,3.5 metres,CONCRETE COLUMN,NONE,COMPACT FLUORESCENT,-35.252435913351675, 149.16515349048868
CANBERRA CENTRAL (RURAL DIST.),12 metres,STEEL ORDINARY,4.5,SODIUM VAPOUR HIGH PRESSURE TW,-35.257623270645496, 149.08935820863155
CAMPBELL,3.5 metres,CONCRETE COLUMN,NONE,COMPACT FLUORESCENT,-35.291677677348325, 149.15981561200056
LYNEHAM,6.5 metres,WOODEN POLE,,COMPACT FLUORESCENT,-35.245624240443156, 149.12310042005225
O'CONNOR,10.5 metres,CONCRETE COLUMN,3.7,SODIUM VAPOUR HIGH PRESSURE,-35.264819793080555, 149.11109734483497
DICKSON,10.5 metres,STEEL ORDINARY,3.0,SODIUM VAPOUR HIGH PRESSURE TW,-35.253512529052514, 149.13485432725915
LYNEHAM,6.5 metres,STEEL ORDINARY,1.5,COMPACT FLUORESCENT,-35.240419540934866, 149.12466320656318
HACKETT,3.5 metres,CONCRETE COLUMN,NONE,MERCURY VAPOUR,-35.248045787203424, 149.16274222295888
CAMPBELL,10.5 metres,STEEL ORDINARY,3.0,SODIUM VAPOUR HIGH PRESSURE,-35.28455260388305, 149.16103633738265
HACKETT,6.5 metres,WOODEN POLE,0.6,COMPACT FLUORESCENT,-35.252749607166415, 149.16731400449177
CAMPBELL,10.5 metres,STEEL ORDINARY,4.5,SODIUM VAPOUR HIGH PRESSURE,-35.293046563558974, 149.14757854423797
CITY,3.5 metres,STEEL ORDINARY,NONE,COMPACT FLUORESCENT,-35.278773321387106, 149.12665082607086
CITY,11 metres,STEEL ORDINARY,4.5,METAL HALIDE,-35.277615178110594, 149.12502266079383
AINSLIE,6.5 metres,WOODEN POLE,1.0,COMPACT FLUORESCENT,-35.262971303062905, 149.14725852596234
ACTON,10.5 metres,STEEL ORDINARY,3.7,SODIUM VAPOUR HIGH PRESSURE TW,-35.279302040011416, 149.11112793926353
WATSON,3.5 metres,CONCRETE COLUMN,NONE,COMPACT FLUORESCENT,-35.235530579849474, 149.14765378986175
AINSLIE,10.5 metres,CONCRETE COLUMN,3.7,SODIUM VAPOUR HIGH PRESSURE,-35.27098267771381, 149.14111237193552
LYNEHAM,6.5 metres,WOODEN POLE,0.6,COMPACT FLUORESCENT,-35.254960726836075, 149.12923722553842
DOWNER,9 metres,CONCRETE COLUMN,3.0,SODIUM VAPOUR HIGH PRESSURE TW,-35.24754761075134, 149.15110198330356
CAMPBELL,10.5 metres,STEEL ORDINARY,3.0,SODIUM VAPOUR HIGH PRESSURE TW,-35.28487920500045, 149.16119213647875
ACTON,10 metres,STEEL ORDINARY,NONE,SODIUM VAPOUR HIGH PRESSURE,-35.28651942880537, 149.12572641088687
CITY,9 metres,ALUMINIUM,,METAL HALIDE,-35.2762327134717, 149.1322225497108
HACKETT,6.5 metres,WOODEN POLE,0.6,COMPACT FLUORESCENT,-35.244152201346225, 149.16144084771508
WATSON,3.5 metres,CONCRETE COLUMN,NONE,COMPACT FLUORESCENT,-35.237403243597264, 149.1466259299558
HACKETT,3.5 metres,CONCRETE COLUMN,NONE,MERCURY VAPOUR,-35.24530272413481, 149.15888530123172
O'CONNOR,6.5 metres,WOODEN POLE,0.6,COMPACT FLUORESCENT,-35.261139914156665, 149.11261862633015
RUSSELL,10.5 metres,STEEL ORDINARY,3.7,MERCURY VAPOUR,-35.29842590226535, 149.1508828631255
CAMPBELL,3.5 metres,CONCRETE COLUMN,NONE,COMPACT FLUORESCENT,-35.28390793470372, 149.14749639943494
ACTON,6.5 metres,STEEL ORDINARY,1.5,COMPACT FLUORESCENT,-35.2911168679558, 149.12665558538407
CITY,10.5 metres,,4.5,METAL HALIDE,-35.280570149834936, 149.12608182069897
DICKSON,6.5 metres,WOODEN POLE,,COMPACT FLUORESCENT,-35.252626114970084, 149.13929649848757
O'CONNOR,6.5 metres,WOODEN POLE,,COMPACT FLUORESCENT,-35.258371833732554, 149.12172459548944
O'CONNOR,3.5 metres,CONCRETE COLUMN,NONE,COMPACT FLUORESCENT,-35.262764496122635, 149.12000268690443
O'CONNOR,10.5 metres,CONCRETE COLUMN,3.7,SODIUM VAPOUR HIGH PRESSURE,-35.260898511038604, 149.10879054009888
DICKSON,6.5 metres,WOODEN POLE,0.6,COMPACT FLUORESCENT,-35.25284104603265, 149.14059282643828
DICKSON,10.5 metres,CONCRETE COLUMN,4.3,SODIUM VAPOUR HIGH PRESSURE,-35.25218662669576, 149.13376369355652
CAMPBELL,6.5 metres,CONCRETE COLUMN,1.5,MERCURY VAPOUR,-35.295066737890636, 149.16984867741655
DICKSON,6.5 metres,WOODEN POLE,,COMPACT FLUORESCENT,-35.251612098273554, 149.15093720141851
AINSLIE,6.5 metres,WOODEN POLE,0.5,METAL HALIDE,-35.257378184414186, 149.14124316417505
BRADDON,6.5 metres,WOODEN POLE,,METAL HALIDE,-35.275418871893265, 149.13772278362475
LYNEHAM,6 metres,STEEL ORDINARY,1.5,METAL HALIDE,-35.245427826813895, 149.12967063186133
CAMPBELL,3.5 metres,CONCRETE COLUMN,NONE,COMPACT FLUORESCENT,-35.285930634296925, 149.14872843341624
CITY,5 metres,,,METAL HALIDE,-35.276231176739365, 149.1317428420607
TURNER,3.5 metres,CONCRETE COLUMN,NONE,COMPACT FLUORESCENT,-35.264128153937925, 149.1302442001647
DICKSON,6.5 metres,WOODEN POLE,,COMPACT FLUORESCENT,-35.251530855309696, 149.14713842941822
WATSON,10.5 metres,STEEL ORDINARY,3.7,SODIUM VAPOUR HIGH PRESSURE TW,-35.246751924809395, 149.15470575312963
WATSON,6.5 metres,STEEL ORDINARY,1.5,COMPACT FLUORESCENT,-35.239185838564666, 149.16246605631375
CANBERRA CENTRAL (RURAL DIST.),4.5 metres,STEEL ORDINARY,NONE,METAL HALIDE,-35.42446603960375, 149.07219579513855
CAMPBELL,10.5 metres,STEEL ORDINARY,3.7,MERCURY VAPOUR,-35.282705917413935, 149.1485699406
DICKSON,12 metres,BUS SHELTER,4.5,COMPACT FLUORESCENT,-35.257672349099295, 149.1322837465751
TURNER,3.5 metres,STEEL ORDINARY (PAINTED),NONE,COMPACT FLUORESCENT,-35.26697374937816, 149.11909809262383
CITY,10.5 metres,ALUMINIUM,4.5,LIGHT EMITTING DIODE,-35.285664255450556, 149.1309479120936
CITY,10.5 metres,,4.5,METAL HALIDE,-35.28161936293391, 149.1236071193139
O'CONNOR,9.5 metres,WOODEN POLE,0.6,COMPACT FLUORESCENT,-35.255477379604564, 149.11933214710663
TURNER,6.5 metres,STEEL ORDINARY,1.5,METAL HALIDE,-35.268165112380785, 149.11449433025453
CITY,4.5 metres,STEEL ORDINARY,0.6,METAL HALIDE,-35.277068747331256, 149.1300576589968
CITY,10 metres,STEEL ORDINARY,NONE,METAL HALIDE,-35.280256695602304, 149.12742360601953
CANBERRA CENTRAL (RURAL DIST.),12 metres,STEEL ORDINARY,4.5,SODIUM VAPOUR HIGH PRESSURE TW,-35.25991137728478, 149.08794157403037
O'CONNOR,12 metres,CONCRETE COLUMN,3.7,SODIUM VAPOUR HIGH PRESSURE TW,-35.25890613580804, 149.10761742329223
O'CONNOR,6.5 metres,WOODEN POLE,,COMPACT FLUORESCENT,-35.266238876964266, 149.11292118451814
WATSON,6.5 metres,STEEL ORDINARY,1.5,METAL HALIDE,-35.232957066093235, 149.15892497942718
TURNER,3.5 metres,CONCRETE COLUMN,NONE,COMPACT FLUORESCENT,-35.268479048990685, 149.12957903170346
AINSLIE,3.5 metres,PEDESTRIAN OVERPASS,NONE,COMPACT FLUORESCENT,-35.255032065692276, 149.15459489379518
CAMPBELL,9 metres,STEEL ORDINARY,3.0,SODIUM VAPOUR HIGH PRESSURE TW,-35.286491974308525, 149.15678490215694
CITY,9 metres,ALUMINIUM,,METAL HALIDE,-35.27845817524716, 149.13489088575554
CITY,10.5 metres,,4.5,METAL HALIDE,-35.282236848390106, 149.13213543163246
TURNER,3.5 metres,STEEL ORDINARY,NONE,COMPACT FLUORESCENT,-35.266663735409274, 149.12686429804404
WATSON,3.5 metres,CONCRETE COLUMN,NONE,MERCURY VAPOUR,-35.233426860623766, 149.14877627919125
LYNEHAM,10.5 metres,CONCRETE COLUMN,4.3,SODIUM VAPOUR HIGH PRESSURE TW,-35.254876985888984, 149.1327548949543
TURNER,10.5 metres,CONCRETE COLUMN,4.3,SODIUM VAPOUR HIGH PRESSURE,-35.261765636559225, 149.13165218388465
CAMPBELL,10.5 metres,CONCRETE COLUMN,3.7,MERCURY VAPOUR,-35.290810582239445, 149.14381548749105
AINSLIE,6.5 metres,WOODEN POLE,,COMPACT FLUORESCENT,-35.257731797915966, 149.15145794503226
CITY,11.2 meters,ALUMINIUM,3.0,METAL HALIDE,-35.278776230498025, 149.12363738995612
CITY,4.5 metres,ALUMINIUM,NONE,METAL HALIDE,-35.28185281304409, 149.13339758239744
CAMPBELL,10.5 metres,STEEL ORDINARY,3.0,SODIUM VAPOUR HIGH PRESSURE,-35.28307304288716, 149.15434141111294
ACTON,10.5 metres,STEEL ORDINARY,3.0,SODIUM VAPOUR HIGH PRESSURE TW,-35.277586552648174, 149.11292318301395
O'CONNOR,3.5 metres,CONCRETE COLUMN,NONE,COMPACT FLUORESCENT,-35.267932336029894, 149.11522529025675
CITY,11 metres,ALUMINIUM,4.5,METAL HALIDE,-35.278212944581114, 149.12449140539124
DICKSON,9 metres,STEEL ORDINARY,3.0,SODIUM VAPOUR HIGH PRESSURE TW,-35.251318423298784, 149.15299827816938
CITY,10.5 metres,STEEL ORDINARY,4.5,METAL HALIDE,-35.280796344482845, 149.13114649492417
CAMPBELL,3.5 metres,CONCRETE COLUMN,NONE,COMPACT FLUORESCENT,-35.286627550630655, 149.14893253773445
WATSON,3.5 metres,CONCRETE COLUMN,NONE,MERCURY VAPOUR,-35.239034174564644, 149.15205139059807
WATSON,3.5 metres,CONCRETE COLUMN,NONE,MERCURY VAPOUR,-35.241333687955255, 149.1554428842544
BRADDON,3.5 metres,CONCRETE COLUMN,NONE,COMPACT FLUORESCENT,-35.26538931761511, 149.13504284785557
DICKSON,10.5 metres,STEEL ORDINARY,3.7,SODIUM VAPOUR HIGH PRESSURE TW,-35.25042859107571, 149.13787613597822
DOWNER,6.5 metres,WOODEN POLE,,COMPACT FLUORESCENT,-35.243002306252045, 149.15037204976622
CITY,4.5 metres,STEEL ORDINARY,NONE,METAL HALIDE,-35.279197530097974, 149.13308191703885
LYNEHAM,3.5 metres,CONCRETE COLUMN,NONE,COMPACT FLUORESCENT,-35.254486795396986, 149.13190194178614
ACTON,10 metres,STEEL ORDINARY,NONE,METAL HALIDE,-35.292292382202675, 149.11991675066764
CAMPBELL,3.5 metres,CONCRETE COLUMN,NONE,COMPACT FLUORESCENT,-35.288260700055545, 149.15280876104438
HACKETT,3.5 metres,CONCRETE COLUMN,NONE,COMPACT FLUORESCENT,-35.252660422325704, 149.16262702364185
CITY,9 metres,GALVANISED STEEL,3.5,METAL HALIDE,-35.27859513648945, 149.13134583430366
O'CONNOR,3.5 metres,CONCRETE COLUMN,NONE,COMPACT FLUORESCENT,-35.265281615431014, 149.11446977793548
DOWNER,3.5 metres,CONCRETE COLUMN,NONE,COMPACT FLUORESCENT,-35.243378842638975, 149.14297336349935
CITY,10.5 metres,STEEL ORDINARY,3.0,METAL HALIDE,-35.284333610566435, 149.12322773218537
DICKSON,6.5 metres,CONCRETE COLUMN,0.6,COMPACT FLUORESCENT,-35.25322609632515, 149.1414923278308
BRADDON,10.5 metres,CONCRETE COLUMN,4.3,SODIUM VAPOUR HIGH PRESSURE,-35.267624310400265, 149.13127882524032
TURNER,10.5 metres,CONCRETE COLUMN,4.3,SODIUM VAPOUR HIGH PRESSURE,-35.267177443195635, 149.13077965505417
CAMPBELL,3.5 metres,CONCRETE COLUMN,NONE,COMPACT FLUORESCENT,-35.283872043637494, 149.14723841482564
CITY,4.5 metres,STEEL ORDINARY,0.6,METAL HALIDE,-35.283167409927124, 149.13314148709134
WATSON,3.5 metres,CONCRETE COLUMN,NONE,MERCURY VAPOUR,-35.238099391131115, 149.15070255808288
WATSON,6.5 metres,STEEL ORDINARY,1.5,COMPACT FLUORESCENT,-35.23870352014162, 149.15604786039333
CANBERRA CENTRAL (RURAL DIST.),3 metres,STEEL SPECIAL,0.3,MERCURY VAPOUR,-35.279401381438774, 149.13525414847751
LYNEHAM,12 metres,STEEL ORDINARY,3.7,SODIUM VAPOUR HIGH PRESSURE,-35.233932706317376, 149.14635014322414
DOWNER,6.5 metres,WOODEN POLE,0.6,COMPACT FLUORESCENT,-35.24109153504115, 149.13981007992777
O'CONNOR,10 metres,WOODEN POLE,3.0,SODIUM VAPOUR HIGH PRESSURE TW,-35.260295499436666, 149.12902600903334
O'CONNOR,10.5 metres,CONCRETE COLUMN,3.7,SODIUM VAPOUR HIGH PRESSURE TW,-35.263010112088914, 149.11090564782248
WATSON,6.5 metres,STEEL ORDINARY,1.5,METAL HALIDE,-35.225684320160696, 149.16804105672318
O'CONNOR,10.5 metres,STEEL ORDINARY,4.5,SODIUM VAPOUR HIGH PRESSURE TW,-35.26481271618632, 149.12217674142036
CITY,4.5 metres,STEEL ORDINARY,NONE,METAL HALIDE,-35.27993185834584, 149.13106120458923
CITY,9 metres,STEEL ORDINARY,3.0,METAL HALIDE,-35.277623058368405, 149.13092690651007
CAMPBELL,3.5 metres,CONCRETE COLUMN,NONE,MERCURY VAPOUR,-35.285331728731386, 149.14594137065538
CAMPBELL,3.5 metres,CONCRETE COLUMN,NONE,COMPACT FLUORESCENT,-35.28280769936859, 149.15902927567473
CANBERRA CENTRAL (RURAL DIST.),,UNDERPASS,NONE,COMPACT FLUORESCENT,-35.27998494738155, 149.08678965770778
O'CONNOR,6.5 metres,STEEL ORDINARY,0.15,COMPACT FLUORESCENT,-35.262420567925695, 149.12560765712206
CITY,4.5 metres,STEEL ORDINARY,0.6,METAL HALIDE,-35.276975266028714, 149.12873508942246
DOWNER,12 metres,STEEL ORDINARY,3.7,SODIUM VAPOUR HIGH PRESSURE,-35.24661234405437, 149.13442864432187
DICKSON,6.5 metres,WOODEN POLE,0.6,COMPACT FLUORESCENT,-35.259237897350204, 149.13580752783957
CAMPBELL,9 metres,STEEL ORDINARY,3.0,METAL HALIDE,-35.290574944445325, 149.14444736556442
AINSLIE,6.5 metres,WOODEN POLE,,COMPACT FLUORESCENT,-35.254040018158044, 149.15153905453133
TURNER,6.5 metres,STEEL ORDINARY,1.5,COMPACT FLUORESCENT,-35.273800760571504, 149.12731417156397
TURNER,6.5 metres,CONCRETE COLUMN,1.5,COMPACT FLUORESCENT,-35.274450012855816, 149.12649593746298
CITY,12 metres,STEEL ORDINARY,3.7,SODIUM VAPOUR HIGH PRESSURE,-35.27916674554487, 149.13534205117375
CITY,4.5 metres,STEEL ORDINARY,0.6,METAL HALIDE,-35.277475115941435, 149.12787249136184
O'CONNOR,6.5 metres,WOODEN POLE,0.5,LIGHT EMITTING DIODE,-35.256464112556614, 149.11037695877076
ACTON,,TUNNEL,,SODIUM VAPOUR LOW PRESSURE,-35.42457403318349, 149.07249316322392
DICKSON,4.5 metres,STEEL SPECIAL,0.75,METAL HALIDE,-35.250298581132505, 149.14005643991874
REID,4.5 metres,CONCRETE COLUMN,NONE,COMPACT FLUORESCENT,-35.28542561052393, 149.13964012584808
DICKSON,6.5 metres,WOODEN POLE,0.6,COMPACT FLUORESCENT,-35.252010742346265, 149.14347266430303
REID,6.5 metres,WOODEN POLE,,METAL HALIDE,-35.280130356887305, 149.14021943635484
CANBERRA CENTRAL (RURAL DIST.),4.5 metres,STEEL SPECIAL,NONE,METAL HALIDE,-35.424574096350426, 149.0723720474511
AINSLIE,6.5 metres,STEEL ORDINARY,1.5,COMPACT FLUORESCENT,-35.25189832175105, 149.15477196264007
CAMPBELL,3.5 metres,CONCRETE COLUMN,NONE,COMPACT FLUORESCENT,-35.293320486062456, 149.15324874840502
WATSON,12 metres,STEEL ORDINARY,3.7,SODIUM VAPOUR HIGH PRESSURE TW,-35.245260403683794, 149.15372373894658
DICKSON,6.5 metres,WOODEN POLE,,COMPACT FLUORESCENT,-35.25593194294882, 149.13435285297933
CITY,10.5 metres,STEEL ORDINARY,3.7,METAL HALIDE,-35.282446993440345, 149.12750654941794
CAMPBELL,6.5 metres,STEEL ORDINARY,1.5,MERCURY VAPOUR,-35.42447561904352, 149.07109475098486
CAMPBELL,9 metres,STEEL ORDINARY,3.0,METAL HALIDE,-35.288558675107964, 149.14412895302263
CANBERRA CENTRAL (RURAL DIST.),10.5 metres,CONCRETE COLUMN,3.7,METAL HALIDE,-35.42445692409688, 149.07239397730444
DOWNER,3.5 metres,CONCRETE COLUMN,NONE,COMPACT FLUORESCENT,-35.238796415725325, 149.1439789384425
AINSLIE,3.5 metres,CONCRETE COLUMN,NONE,COMPACT FLUORESCENT,-35.256202954593924, 149.15355328161303
CITY,3.5 metres,STEEL ORDINARY,NONE,MERCURY VAPOUR,-35.282104079303274, 149.12664826710096
REID,10.5 metres,STEEL ORDINARY,3.7,SODIUM VAPOUR HIGH PRESSURE TW,-35.276402230836936, 149.14349761865125
CAMPBELL,10.5 metres,STEEL ORDINARY,4.5,SODIUM VAPOUR HIGH PRESSURE TW,-35.303191194481684, 149.16842105194706
CANBERRA CENTRAL (RURAL DIST.),10.5 metres,STEEL ORDINARY,3.7,SODIUM VAPOUR HIGH PRESSURE,-35.424466199396086, 149.0718875008551
CITY,5 metres,STEEL ORDINARY,3.5,METAL HALIDE,-35.27892988287261, 149.12997195321032
CANBERRA CENTRAL (RURAL DIST.),12 metres,STEEL ORDINARY,4.5,SODIUM VAPOUR HIGH PRESSURE TW,-35.28172369703605, 149.08750076157295
DOWNER,12 metres,STEEL ORDINARY,3.7,SODIUM VAPOUR HIGH PRESSURE TW,-35.24250189816442, 149.1353894845372
CAMPBELL,3.5 metres,CONCRETE COLUMN,NONE,COMPACT FLUORESCENT,-35.28458831491767, 149.14998064517465
O'CONNOR,10.5 metres,STEEL ORDINARY,3.5,SODIUM VAPOUR HIGH PRESSURE TW,-35.258862580544736, 149.13034858013052
AINSLIE,10.5 metres,STEEL ORDINARY,3.7,SODIUM VAPOUR HIGH PRESSURE,-35.259587691408605, 149.14083145281464
TURNER,10.5 metres,STEEL ORDINARY,4.5,SODIUM VAPOUR HIGH PRESSURE TW,-35.260856821809746, 149.13198048068645
CITY,3 metres,STEEL SPECIAL,0.3,MERCURY VAPOUR,-35.276838289243166, 149.12946523980406
CITY,10.5 metres,ALUMINIUM,4.5,METAL HALIDE,-35.27834260708152, 149.12962211198297
CITY,10.5 metres,STEEL ORDINARY,,LIGHT EMITTING DIODE,-35.28163097798889, 149.12646555964602
CITY,4.5 metres,STEEL ORDINARY,0.6,METAL HALIDE,-35.280626827321385, 149.12564531805344
CITY,4.5 metres,STEEL ORDINARY,0.6,METAL HALIDE,-35.282967564206274, 149.1333192221912
O'CONNOR,6.5 metres,WOODEN POLE,,COMPACT FLUORESCENT,-35.257170918779636, 149.11676631462083
CITY,10.5 metres,CONCRETE COLUMN,3.7,METAL HALIDE,-35.280037469652065, 149.12925790647415
WATSON,6.5 metres,STEEL ORDINARY,1.5,COMPACT FLUORESCENT,-35.2387845646467, 149.15433501729623
DOWNER,3.5 metres,CONCRETE COLUMN,NONE,COMPACT FLUORESCENT,-35.247750622462185, 149.14369931735388
AINSLIE,9.5 metres,WOODEN POLE,,METAL HALIDE,-35.25710609743355, 149.1541515181583
LYNEHAM,6.5 metres,STEEL ORDINARY,1.5,COMPACT FLUORESCENT,-35.242770184465634, 149.12799085515738
CITY,4.5 metres,STEEL ORDINARY,NONE,METAL HALIDE,-35.279561235872684, 149.12627415878973
WATSON,6.5 metres,STEEL ORDINARY,1.5,COMPACT FLUORESCENT,-35.240385698507566, 149.16279472461133
O'CONNOR,6.5 metres,WOODEN POLE,0.6,COMPACT FLUORESCENT,-35.267260260850826, 149.11228846111686
CITY,4.5 metres,STEEL ORDINARY,NONE,METAL HALIDE,-35.279723968567176, 149.131593819616
CAMPBELL,10.5 metres,STEEL ORDINARY,3.7,SODIUM VAPOUR HIGH PRESSURE,-35.286933231035064, 149.16539854236825
CAMPBELL,6.5 metres,STEEL ORDINARY,1.5,COMPACT FLUORESCENT,-35.28703382985843, 149.16377933401114
CAMPBELL,3.5 metres,CONCRETE COLUMN,NONE,COMPACT FLUORESCENT,-35.283048387260976, 149.15660523671565
BRADDON,3.5 metres,STEEL ORDINARY,NONE,MERCURY VAPOUR,-35.26857015476164, 149.13338140522774
CANBERRA CENTRAL (RURAL DIST.),12 metres,STEEL ORDINARY,4.5,SODIUM VAPOUR HIGH PRESSURE TW,-35.261927045635005, 149.08640847234722
LYNEHAM,6.5 metres,WOODEN POLE,,COMPACT FLUORESCENT,-35.248509192910426, 149.12538536957834
TURNER,3.5 metres,CONCRETE COLUMN,NONE,COMPACT FLUORESCENT,-35.263286908400296, 149.13019595510622
CITY,6.5 metres,STEEL ORDINARY,1.5,MERCURY VAPOUR,-35.279662122662565, 149.12321668588956
CITY,4 metres,STEEL ORDINARY,NONE,METAL HALIDE,-35.279628748735284, 149.12562920492454
WATSON,3.5 metres,STEEL ORDINARY,NONE,COMPACT FLUORESCENT,-35.235005925486846, 149.15402700172925
HACKETT,6.5 metres,WOODEN POLE,0.6,COMPACT FLUORESCENT,-35.250903303310075, 149.16793517032252
TURNER,4 metres,STEEL ORDINARY,NONE,MERCURY VAPOUR,-35.270255034241146, 149.1289094586075
BRADDON,9 metres,STEEL ORDINARY,3.0,SODIUM VAPOUR HIGH PRESSURE,-35.26917538733592, 149.13228885543603
WATSON,6.5 metres,STEEL ORDINARY (LANEWAY),1.5,COMPACT FLUORESCENT,-35.235314667509456, 149.15161617067508
AINSLIE,10.5 metres,STEEL ORDINARY,3.7,SODIUM VAPOUR HIGH PRESSURE,-35.2705966141679, 149.14088891084168
